Start Date;01/01/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Date;26/01/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ATO FP Equity;FP FP Equity;EN FP Equity;ADP FP Equity;AI FP Equity;AIR FP Equity;AMS SM Equity;AZN LN Equity;TEAM US Equity;ATO FP Equity;BKT SM Equity;BKG LN Equity;BIM FP Equity;BMW GR Equity;BNP FP Equity;BOBNN SW Equity;EN FP Equity;BP/ LN Equity;BTVCY US Equity;BNZL LN Equity;BVI FP Equity;CPG LN Equity;CPG LN Equity;1COV GY Equity;CRDA LN Equity;BN FP Equity;DAL IM Equity;DGE LN Equity;DPLM LN Equity;EDENFP CorpTicker;FGR FP Equity;ESSITYB SS Equity;ERF FP Equity;EXPN LN Equity;FNAC FP Equity;FRE GY Equity;GEBN SW Equity;GIVN SW Equity;HLMA LN Equity;HAS LN Equity;HENKEL HB Equity;ICON LN Equity;IMA IM Equity;ITX SM Equity;INGA NA Equity;ITRK LN Equity;KOMB CP Equity;KONE AV Equity;LH US Equity;LR FP Equity;MC FP Equity;MARR IM Equity;MDT US Equity;ML FP Equity;NESN SW Equity;RI FP Equity;POM FP Equity;RB/ LN Equity;RIO LN Equity;ROG SW Equity;ROR LN Equity;RUI FP Equity;SGE LN Equity;SAN FP Equity;SAP GY Equity;SLB US Equity;SU FP Equity;GLE FP Equity;SW FP Equity;STAN LN Equity;THEP FP Equity;TOTAL 3.875 PERP REGS Corp;UPM FH Equity;FR FP Equity;VIE FP Equity;DG FP Equity;WDI GY Equity;MRW LN Equity
05/10/2018;75,9958;55,13;36,7;190,7;101,6364;104;78,28;5882;85,36;75,9958;8,132;3541;70,3;77,55;51,85;77,9;36,7;588,5;20,45;2299;20,87;1595;1595;66,6;5148,586;65,48;29,6;2680;1382;#N/A N/A;94,46;226,3;443,8;1895,5;63,1;68,9;453,2;2394;1436;188,5;#N/A N/A;0,625;69,65;25,41;11,034;4751;908;#N/A N/A;169,1;60,8;286,2;23,56;97,17;103,8;80,84;137,75;29,79;6788;3744,5;244,5;329,6;47,2;552,2;76,03;104,22;63;66,18;36,81;87,5;605,7;50,8;108,517;33,01;32,61;17,165;80,84;189;252,6
08/10/2018;75,5875;54,05;36,57;185,7;101,5;103,62;75,36;5768;81,09;75,5875;8,102;3494;65,4;76,81;51,15;74,9;36,57;576,6;20,45;2268;20,4;1609;1609;66,76;5019,513;65,45;28,25;2694,5;1371;#N/A N/A;93,86;226;438,2;1861;62,65;67,84;445;2395;1368;183,6;#N/A N/A;0,475;67,55;25,1;10,778;4642;913;#N/A N/A;170,2;60,26;281,85;23,46;95,97;103,35;80,84;135,95;29,03;6662;3733,5;244,25;313,8;47,24;554,8;75,53;102,04;62,94;65,44;36,295;86,64;591,2;50,8;108,404;32,69;32,05;17,045;80,2;166,2;249,95
09/10/2018;74,907;54,83;36,28;183,2;102,2727;102,5;74,62;5718;81,29;74,907;8,17;3468;62,3;76,23;51,23;74,95;36,28;579;20,45;2287;20;1603;1603;65,36;4985,708;65,64;27,9;2682;1356;#N/A N/A;92,96;227,2;428,8;1871;60;68,02;445,3;2362;1359;184,5;#N/A N/A;0,525;66,25;25,12;10,846;4582;902,5;#N/A N/A;172,28;59,84;285,7;23,02;96,19;103,55;80,94;137,8;28,83;6674;3793,5;243,75;308,7;47,5;546,6;75,59;103,8;63,11;65,44;36,25;88,3;589,1;51;108,231;32,4;32,45;17,39;79,54;182,1;250,05
10/10/2018;73,0014;55,1;36,22;179,2;99;98,99;71,86;5702;78,65;73,0014;8,072;3440;62,6;74,6;51,47;73,8;36,22;569,2;20,45;2194;19,745;1543;1543;63;4724,488;65,33;26,25;2600;1295;#N/A N/A;91,16;225,5;409,6;1765;62,25;67,74;432,5;2316;1267;176;#N/A N/A;0,65;64,85;24,89;10,964;4410;907,5;#N/A N/A;170,46;58,46;265,3;22,86;95,07;99,26;80,74;132,2;27,45;6591;3646;243,9;295;46,06;556,2;76,64;98,71;60,82;62,7;36,65;86,86;582,2;51;108,199;30,8;31,5;17,27;78,9;156,25;246,65
11/10/2018;72,3359;53,21;36,01;178,4;96,8636;97,33;71,56;5616;78,34;72,3359;7,95;3310;63,1;74,05;50,19;72,15;36,01;554,4;20,45;2193;19,5;1555;1555;61,72;4624,098;63,93;25,9;2523,5;1237;#N/A N/A;89,56;219;406,8;1728,5;61,1;67,78;426;2283;1250;156,7;#N/A N/A;0,625;63,3;24,85;10,82;4435;893;#N/A N/A;168,25;57,74;261,95;22,46;93,11;98,94;78,7;130,1;27,23;6449;3629;234,75;291,1;45,7;556;75,42;97,08;59,12;61,82;36,07;87,04;570,2;50,6;107,951;30,04;30,98;16,705;77,56;159,55;248,3
12/10/2018;73,5156;52,93;35,52;178,7;95,5455;100,26;71,04;5546;81,71;73,5156;7,858;3375;63,7;74,7;49,915;71,9;35,52;558;20,88;2200;19,485;1546,5;1546,5;61,78;4615,903;63,87;26,45;2541;1260;#N/A N/A;89,08;219;420;1752;61,75;66,28;427,2;2275;1273;157,9;#N/A N/A;0,625;63;24,39;10,828;4455;895,5;#N/A N/A;169,86;57,26;262,5;23;94,69;98,22;78,78;130,7;27,68;6460;3674,5;235,55;297,2;44,62;564;73,78;98,07;59,33;61,88;35,66;87,28;563,5;48;107,941;30,1;32;16,59;77,04;168,05;247,35
15/10/2018;73,1073;53,55;35,61;178,8;95,7273;97,81;70,96;5619;79,78;73,1073;7,844;3353;63,2;75,37;49,5;70,4;35,61;559,4;20,88;2195;19,055;1564;1564;62,26;4575,952;64,38;25,1;2545;1234;#N/A N/A;89,18;220,5;409,8;1733;58,25;67,42;424,3;2267;1258;155;#N/A N/A;0,475;59,9;24,56;10,798;4409;895,5;#N/A N/A;169,53;57,38;260,45;22,98;93,82;98,52;78,9;129,35;26,51;6540;3736,5;235,25;295,6;44,52;564,2;75,29;98,01;59,55;62,34;35,34;87,04;564,3;47,9;107,951;30,04;32,07;16,615;77,14;169,6;247,6
16/10/2018;74,9977;53,82;36,76;182,4;97,6364;101,72;73,12;5763;82,84;74,9977;7,906;3400;65,1;76,1;49,72;73,5;36,76;560,1;20,88;2258;19,7;1572;1572;62,84;4706,049;65,04;25,9;2568,5;1306;#N/A N/A;90,42;218;426;1807;58,05;68,96;431,4;2330;1303;160,3;#N/A N/A;0,45;61,95;25,04;10,83;4560;903,5;#N/A N/A;173,7;58,84;264,25;23,7;96,55;100,95;80,04;130,65;27,82;6612;3738;240,55;308,1;45,82;574;76,41;100,96;59,68;63,04;35,41;88,5;565,2;47,3;107,968;30,54;32,99;16,94;78,72;174,15;248,35
17/10/2018;73,2585;53,46;36,65;182,8;97;100,86;72,66;5860;83,63;73,2585;7,85;3308;64,8;75,38;49,6;71,95;36,65;558,3;20,88;2261;19,445;1517;1517;61;4749,074;62,22;26,15;2569;1268;#N/A N/A;90,34;218,3;422,6;1807,5;58,05;62,82;433,8;2329;1318;159;#N/A N/A;0,475;61,85;24,71;10,784;4531;898;#N/A N/A;174,09;58,88;264,15;23,48;97,29;98,28;79,06;129,9;27,33;6513;3794;236;310,3;45,44;571,8;77,21;100,34;59,24;62,96;35,145;87,8;560,3;50;108,163;30,4;31,88;16,885;78,44;177;245,55
18/10/2018;73,6971;52,8;36,43;184;96,5909;99,31;72,04;5878;81,89;73,6971;7,358;3336;66,1;74,61;49,225;70,25;36,43;554,5;20,88;2199;19,37;1515;1515;59,8;4784,927;62,82;25,95;2624,5;1290;#N/A N/A;90,18;218,4;415,4;1784;59,2;60,52;430,9;2320;1302;159,6;#N/A N/A;0,475;61;24,61;10,602;4547;890,5;#N/A N/A;172,4;57,48;260,9;23,02;95,92;98,9;79,58;130,8;26,64;6471;3733;238,55;304,3;44,94;556,6;77,8;94,38;58,43;61,78;34,895;87,12;548,4;50;108,151;29,78;30,98;16,78;78,04;170,45;249,2
19/10/2018;70,0069;52,83;32,11;185;96,0909;97,95;72,88;5934;70,18;70,0069;7,408;3259;66,6;74,53;48,725;70,4;32,11;557,5;20,88;2207;19,455;1493,5;1493,5;57,56;4837,171;63,8;25,5;2701;1267;#N/A N/A;88,8;217,4;412;1790,5;66,75;59,84;428,1;2304;1295;157,7;#N/A N/A;0,475;60;24,35;10,554;4510;886,5;#N/A N/A;172,6;56,48;263,25;22,7;93,94;87,74;82,04;132,2;25,11;6714;3677;244,95;299,6;44,98;548;77,8;95,3;58,47;60,04;34,45;86,78;546,1;49,5;108,012;30,08;29,64;16,855;77,64;174;250,15
22/10/2018;68,056;52,08;31,19;184,8;96,5455;96,31;72,84;5975;72,64;68,056;7,302;3297;65,6;74,48;48,305;70,4;31,19;550,8;20,88;2185;19,29;1485;1485;57,22;4889,415;63,14;25,15;2686;1250;#N/A N/A;87,76;219,2;404;1796,5;61,75;59,88;427;2322;1288;158,3;#N/A N/A;0,425;59,65;24,07;10,39;4473;890,5;#N/A N/A;169,35;56,38;263,25;22,28;93,62;88,44;83,02;132,65;25,57;6710;3700;244,35;298,8;44;548;77,3;94,99;56,81;59,86;34,09;85,82;540,4;49,8;108,157;29,75;30,17;16,94;76,72;175,3;250,1
23/10/2018;52,9324;51,06;31,22;182,1;95,4091;94,14;71,24;5931;72,46;52,9324;7,18;3274;64,1;74,49;47,56;68,05;31,22;533,2;20,88;2190;19,1;1483;1483;55,44;4729,61;62,87;23,8;2673;1225;#N/A N/A;83,96;216,5;421,4;1750;57,05;59,3;418;2292;1237;156;#N/A N/A;0,35;58,2;24,36;10,344;4387;890;#N/A N/A;168,6;55,44;258,05;21,84;93,09;87,24;82,78;129,5;25,32;6587;3628,5;243,25;285,7;42,66;535,2;77,02;92,6;55,09;59,2;33,6;85,14;529;48,6;108,019;28,14;30,35;16,87;74,46;161,05;248,7
24/10/2018;50,0136;50,64;30,85;182,5;95,7273;95,31;70,92;5931;67,12;50,0136;7,082;3284;64,4;72,01;46,46;66,25;30,85;532,9;20,88;2198;18,97;1505;1505;52,78;4757,269;63,11;24;2693;1206;#N/A N/A;85,3;216,7;426,6;1766,5;54,2;58,36;417,7;2285;1250;155,8;#N/A N/A;0,275;56,8;24,55;10,286;4429;885;#N/A N/A;155,3;55,58;259,65;21,46;91,47;85,5;83,24;130,4;24,8;6729;3599,5;241,65;288,6;44,98;525,6;76,12;91,68;53,01;57,74;32,705;84,92;519,8;47,6;107,821;27,43;29,01;16,7;77,22;161,85;250,5
25/10/2018;51,5411;51,41;31,93;185;97,9091;97,94;72,28;5812;70,43;51,5411;7,09;3338;64,5;74,49;47,155;67;31,93;535,5;20,88;2275;19,185;1543,5;1543,5;54;4848,439;63,34;24,6;2682,5;1189;#N/A N/A;86,38;217,2;424,6;1760;57,05;58,9;420,2;2340;1271;157,5;#N/A N/A;0,3;58,2;24,83;10,36;4473;879;#N/A N/A;156,64;57,1;265,45;21,56;91,76;87,14;84,04;132,6;23,7;6747;3655,5;234,15;296,9;45,84;532,2;75,65;93,68;53,3;62,06;32,885;87,52;525,3;47,2;107,762;27,69;29,87;17,15;78,34;165,2;255
26/10/2018;53,8398;50,63;31,58;183,3;96,9545;96,15;70,98;5755;68,92;53,8398;6,966;3308;64,4;74,9;46,88;68,3;31,58;528,1;20,88;2251;19,7;1529,5;1529,5;52,7;4792,098;62,6;24,45;2695;1216;#N/A N/A;84,74;214,4;422,2;1752;57,5;57,96;420,3;2340;1246;156,4;#N/A N/A;0,3;57,6;24,75;10,242;4458;856;#N/A N/A;154,53;56,64;262,45;21,26;89,75;87,46;83,8;133,4;22,4;6670;3664,5;233,65;297,5;45,3;526,4;74,46;92,99;52,9;61,42;32,37;87,22;522,5;46,7;107,554;27,85;23,59;17,05;77,44;159,55;248,5
29/10/2018;56,3806;50,98;32,38;183,5;96,0455;95,83;70,06;5864;68,93;56,3806;7,1;3381;64,6;75,73;47,475;72,5;32,38;535,2;19,6;2292;20,12;1546;1546;55,02;4812,586;61,74;26,35;2677;1243;#N/A N/A;84,86;204,7;435,2;1780;57,35;58,16;421,8;2360;1271;157,7;#N/A N/A;0,3;58,25;24,96;10,35;4555;868,5;#N/A N/A;158,11;56,92;261,95;21,98;89,45;91,6;83,5;131,4;23,81;6611;3724;234,3;299,3;45;528;74,43;92,63;51,45;62,18;32,63;87,96;536,2;48,5;107,636;27,49;25,78;17,055;77,88;160,05;248
30/10/2018;55,7152;50,74;32,09;183,8;95,6818;93,9;69,8;5941;71,34;55,7152;7,214;3486;66;76,87;46,145;75,3;32,09;546;19,6;2303;19,52;1544,5;1544,5;55,68;4812,586;62,28;25,3;2687,5;1266;#N/A N/A;85,68;205,8;435;1786;60,85;57,06;382,4;2383;1300;159,7;#N/A N/A;0,45;56,2;25,15;10,32;4560;868;#N/A N/A;158,42;56,92;259,95;21,16;90,27;91,1;84,32;132,7;24;6313;3707,5;240,2;297,2;44,66;536,8;75,57;92,61;52,32;62,5;32,11;88,84;532,7;45,8;107,713;27,3;26,75;17,78;78,54;158,95;248,75
31/10/2018;57,3031;51,96;32,24;184,9;97,2727;97,71;71,18;5990;75,91;57,3031;7,244;3501;67,4;76,08;46,13;76,2;32,24;567,3;19,6;2311;19,95;1540;1540;57,12;4937,561;62,58;25,95;2708,5;1315;#N/A N/A;86,42;208,9;446,4;1802,5;62,9;56,28;394,3;2444;1328;164,3;#N/A N/A;0,405;53,05;24,93;10,48;4688;870;#N/A N/A;160,55;57,74;268,8;21,38;89,82;90,74;85,12;134,8;24,6;6333;3803,5;245,1;299,8;45,7;544,4;78,84;94,66;51,31;63,96;32,48;90,12;549,5;47,6;107,782;28,41;28,55;17,62;78,88;165,4;248,1
01/11/2018;57,9383;50,64;32,71;184,7;96,3182;96,5;71;5827;76,75;57,9383;7,34;3580;68,9;76,63;46,255;77,3;32,71;541,5;19,6;2275;19,68;1552;1552;58,64;4965,22;62,78;25,95;2674;1331;#N/A N/A;86;208;448,6;1779;60,9;56,5;392;2431;1331;163,9;#N/A N/A;0,405;52,2;25,49;11,072;4665;875;#N/A N/A;164,38;57,52;269,8;21,2;91,55;90,58;85,08;136,2;24,48;6391;3855,5;245,5;305,7;45,66;550;79,01;93,46;51,66;63,86;32,68;90,7;557;48,1;107,817;27,81;27,58;17,61;78,68;162,3;254,55
02/11/2018;59,6624;50,25;33,03;183;96,1364;95,61;71,32;5732;76,48;59,6624;7,394;3633;68,9;77,78;46,605;79,7;33,03;533,3;19,6;2267;19,885;1537,5;1537,5;60,16;4949,854;62,94;26,5;2634;1379;#N/A N/A;86,68;210,8;442;1763;61,55;54,9;392,5;2421;1356;161,8;#N/A N/A;0,405;54;25,19;11,264;4772;870;#N/A N/A;162,48;57,12;279,05;21,46;91,42;91,68;83,92;136,95;26,35;6326;3853;242,2;304,8;46,78;564,6;77,75;94,39;51,4;64,84;33,13;87;579;48;107,916;28,35;28,75;17,565;77,94;151,75;255,05
05/11/2018;58,513;51,4;33,13;183,3;96,8636;95,38;70,64;5877;74,61;58,513;7,42;3632;68,2;77,22;46,47;78,45;33,13;542,1;19,6;2242;19,75;1537,5;1537,5;58,66;4936,537;63,33;26,65;2677,5;1358;#N/A N/A;87;209,1;442,2;1772;61,65;54,16;383,7;2407;1339;158,9;#N/A N/A;0,405;53,65;25,28;11,264;4669;873,5;#N/A N/A;163;56,98;277,7;21,38;91,61;89,6;84,42;137,95;25,59;6328;3924;245,2;298,2;46,3;555;78,64;93,78;51,96;64,04;33,215;86,06;572,8;48,7;107,913;27,96;27,34;17,865;78,34;150,95;254,55
06/11/2018;57,6207;50,88;32,46;182,3;95,7727;95,85;70,82;5758;72,09;57,6207;7,342;3600;67,6;77,09;46,43;78,7;32,46;539,6;19,6;2248;19,78;1532,5;1532,5;58,04;4903,756;62,92;26,65;2673;1345;#N/A N/A;87,14;208,7;439,2;1791;59,4;54,02;384,7;2421;1340;160,4;#N/A N/A;0,45;54,25;25,01;11,164;4614;866;#N/A N/A;164,73;57,1;273;21,08;92,51;89,7;84,38;138,3;25,06;6330;3868,5;244,3;300;48;553,8;77,6;93,42;52,08;63,9;33,065;86,4;565,3;48,2;107,959;27,62;27,03;17,95;77,44;154,5;244,5
07/11/2018;58,4828;51,73;33,27;184,9;97,3636;96,09;69,6;5857;77,61;58,4828;7,52;3600;68,6;74,75;46,745;76,7;33,27;544,3;19,6;2245;20,1;1519,5;1519,5;59,3;4952,927;63,02;27,7;2703;1373;#N/A N/A;89,24;208,9;447,6;1825;60,15;55,78;386,8;2416;1351;162,5;#N/A N/A;0,425;55,15;26,31;11,39;4660;882;#N/A N/A;170,99;58,02;276,25;21,36;94,12;91;84,5;140,85;25,95;6352;3930,5;246,9;302,9;49,02;562,8;78,68;94,62;52,32;64,82;33,16;87,84;570,2;48,5;108,012;27,66;27,44;18,455;79,32;158,1;245,65
08/11/2018;58,6491;51,43;33,02;184,5;97,4091;95,65;70;6093;75,95;58,6491;7,542;3656;68,8;73,75;46,8;79,6;33,02;529;19,6;2223;19,735;1515;1515;58;4949,854;63,35;26,9;2702;1376;#N/A N/A;88,94;208,5;444,6;1820,5;58,85;54,36;385,5;2403;1338;162,7;#N/A N/A;0,38;55,1;26,27;11,394;4648;901;#N/A N/A;171,46;55,6;271;21,52;94,74;91;84,94;141,2;26,22;6264;3979,5;249,2;304,6;49,18;551,4;79,31;94,33;51,58;64,6;33,87;92,74;579;49,5;108,002;27,69;26,62;18,495;78,56;155,7;249,05
09/11/2018;58,4979;50,49;33,06;185,1;96,9545;94,68;69,86;6172;73,29;58,4979;7,548;3640;68,4;73,52;46,365;74,5;33,06;523,9;19,6;2232;19,63;1537,5;1537,5;57,5;4919,122;65,61;26,45;2746,5;1375;#N/A N/A;89,02;212,6;437,6;1815;57,05;52,82;385,5;2406;1317;160,7;#N/A N/A;0,375;55;26,42;11,314;4609;913;#N/A N/A;170,15;55,18;266;21,46;94,36;89,66;85,4;142,4;25,24;6255;3849,5;251,35;298,5;43,66;551,4;80,2;95,17;50,4;63,88;33,69;93,7;569,3;48,2;107,729;26,79;26,03;18,89;78,84;157,4;251,35
12/11/2018;55,7757;50,22;32;182;97,1364;94,39;68,5;6251;70,8;55,7757;7,528;3557;67,1;72,37;45,595;74,25;32;528,1;19,6;2255;19,49;1551,5;1551,5;57,42;4896,586;65,98;25,5;2739,5;1351;#N/A N/A;88,14;216,8;422;1793;54,65;52,46;384;2407;1298;158;#N/A N/A;0,375;53,6;26,2;11,152;4553;895;#N/A N/A;167,5;53,78;263,45;21,36;92,64;87,38;85,2;143,05;24,15;6250;3885;249,55;291,4;42,86;545,2;79,59;89,8;49,45;62,78;33,205;94,92;567,2;45,8;107,617;26,43;25,2;18,575;78,02;151,7;251,1
13/11/2018;56,426;49,51;32,38;183;97,4545;96,42;67,92;6311;73,01;56,426;7,596;3682;67,5;73,5;46,225;72,45;32,38;513,5;19,6;2325;19,75;1566;1566;59,3;5020,537;66,53;25,95;2727,5;1398;#N/A N/A;88,56;216,8;406;1873,5;54,35;52,04;385,5;2400;1311;159,4;#N/A N/A;0,375;53,95;26,11;11,266;4551;897;#N/A N/A;164,44;54,64;269,7;21,86;92,07;88,66;84,92;145;24,65;6236;3846;251,65;292,8;44,46;548,8;80,21;91,88;47,34;63,76;33,66;94,7;585,1;47,3;107,305;26,33;25,66;18,645;78,2;157;250,9
14/11/2018;56,0176;49,66;32,55;182,3;96,2273;95,53;66,9;6273;72,4;56,0176;7,54;3658;66,1;74,75;46,045;71,9;32,55;512,1;19,6;2290;19,71;1576,5;1576,5;58,34;4987,756;65,26;21,75;2727;1365;#N/A N/A;88,34;216;407,4;1831;55,2;53,38;385;2397;1299;159,8;#N/A N/A;0,375;53,4;25,71;11,19;4511;913;#N/A N/A;163,87;53;268,1;21,06;92,11;90,24;84,12;139,2;25,53;6436;3710;248,8;288;44,86;549,2;79,48;91,94;47,81;63,54;33,475;94,44;587;46,3;106,677;26,23;26,07;18,58;78,22;149,1;249,75
15/11/2018;54,9439;50,11;32,48;183,7;96,8182;93,86;66,9;6317;75,75;54,9439;7,586;3429;66;74,65;45,495;71,6;32,48;527;19,6;2301;19,6;1606,5;1606,5;56,96;5040;65,2;21,1;2790;1348;#N/A N/A;87,34;219,6;391,2;1843,5;55,5;53,1;381,1;2432;1309;156,6;#N/A N/A;0,375;55,7;25,71;10,936;4494;909;#N/A N/A;164,3;52,88;265,4;20,48;92,77;89,7;83,98;138,95;25,08;6509;3800,5;247,45;290,5;44,66;566;78,23;92,15;48,08;64,36;33,235;93,06;596,6;46;106,199;26,17;25,15;18,39;77,38;149;244,1
16/11/2018;54,5507;49,995;32,5;182,9;95,8636;92,89;67,14;6204;75,95;54,5507;7,684;3366;65,4;73,94;45,195;70,2;32,5;524,9;19,6;2296;19,465;1587;1587;56,36;5019,513;65,1;21,2;2802,5;1295;#N/A N/A;87,68;224,8;391;1879;56,2;53,02;381;2452;1336;155,9;#N/A N/A;0,375;54,7;25,65;10,842;4536;911,5;#N/A N/A;164,3;53,14;264,25;20,02;93,7;89,06;84,36;140,4;24,7;6531;3910;250,3;285;44,4;555,6;79,23;91,7;48,22;63,96;33,095;91,5;590,5;44,8;105,948;26,27;24,62;18,495;77,1;147,8;244,25
19/11/2018;53,613;49,55;32,73;175;95,4091;92,57;65,86;6174;69,31;53,613;7,64;3371;64,9;74,07;45,285;69,2;32,73;522,7;20,4;2294;19,28;1587,5;1587,5;55,9;4942,683;64,71;21,35;2785,5;1349;#N/A N/A;87,74;220,4;383,4;1845;54,25;51,46;377,4;2419;1311;154,9;#N/A N/A;0,325;53,85;25,19;10,884;4516;907;#N/A N/A;161,7;53,04;259,25;20,16;90,37;88,94;83,3;139,85;24,61;6467;3889;246,5;281,8;43,74;550,8;78,55;88,95;48,31;63,4;33,03;91,4;597,4;44;105,743;26,06;24,72;18,47;76,8;137,6;244,9
20/11/2018;52,4787;48,865;32,21;168,4;93,5;91,07;63,86;6249;70,22;52,4787;7,492;3351;63,5;73,52;44,305;69,3;32,21;519;20,4;2314;19,1;1673;1673;47,2;4835,122;64,98;21,6;2810;1342;#N/A N/A;86,8;216,1;380,8;1799;52,45;49,86;376,8;2410;1350;154,6;#N/A N/A;0,275;52,4;24,93;10,63;4597;894;#N/A N/A;161;53,14;253,85;20,18;92,16;89;83,5;140,05;24,59;6580;3808;247,55;282,8;43,36;536,2;78,94;88,04;46,9;62,88;32,325;90,98;578,4;44;104,864;25,34;25,07;18,545;76,38;129,6;245,6
21/11/2018;53,0534;49,41;32,83;171;94,2273;93,17;63,84;6200;72,13;53,0534;7,498;3409;63,9;74,25;44,79;71,1;32,83;530,7;20,4;2325;19,38;1697;1697;49,78;4917,074;65,42;22;2825;1308;#N/A N/A;86,82;218,4;367,2;1828;53,4;49,39;381,5;2422;1350;154,6;#N/A N/A;0,275;52,25;25,55;10,792;4556;901,5;#N/A N/A;160,69;53,58;260,65;19,32;92,97;91,14;84,08;140,5;25,46;6703;3850;247,2;284;43,7;548,2;78,49;89,3;47,64;63,48;32,745;92,6;595,3;43,4;105,594;25,64;25,7;18,785;77,02;131,75;251,15
22/11/2018;53,2954;49,06;32,34;171,8;93,3182;92,33;63,5;6085;72,13;53,2954;7,402;3475;64,1;73,58;44,285;75,85;32,34;525,2;20,4;2325;19,185;1682;1682;47,88;4840,244;65,28;22,35;2812;1300;#N/A N/A;85,56;217,8;356;1833;53,7;49,11;382;2403;1310;154,7;#N/A N/A;0,275;52,7;25,9;10,672;4524;894,5;#N/A N/A;160,69;53,2;258,5;19,2;92,97;90,98;83,98;140,05;25,26;6622;3768;245,5;258,2;44,24;560,2;78,29;88,52;47,64;62,24;32,47;91,44;598,1;42,5;105,758;24,94;26,03;18,41;76,62;130,1;248,15
23/11/2018;54,0818;47,585;32,93;172,4;93,8636;93,41;62,52;6191;73,2;54,0818;7,438;3537;64,4;73,32;44,36;74,3;32,93;512,6;20,4;2347;19,17;1694,5;1694,5;47,62;4910,927;65,87;22,6;2799,5;1296;#N/A N/A;85,96;221,6;351,4;1849,5;53,15;48,99;383,5;2415;1329;155,6;#N/A N/A;0,275;52,6;26,2;10,706;4616;899;#N/A N/A;161,7;53,28;258,45;19,6;92,01;91,76;84,64;141;25,33;6647;3642;248,7;258,3;44,44;576,4;79,48;89,35;46,37;62,46;32,54;91,62;600,4;42,5;105,578;25,09;26,29;18,61;76,86;131,95;248
26/11/2018;56,1689;48,3;33,96;175,1;95,8636;93,58;63,12;6138;76,17;56,1689;7,558;3519;65,2;75,02;45,34;72,95;33,96;524,8;20,4;2356;19,19;1694;1694;50,04;4922,196;65,82;22,75;2813,5;1314;#N/A N/A;86,08;221,6;379,2;1870;52,85;48,9;389;2438;1346;157,4;#N/A N/A;0,275;52,9;26,55;10,918;4646;900;#N/A N/A;162,23;53,72;256,6;19,38;92,06;94,68;84,62;140,5;26,21;6676;3629;250,3;254,8;44,86;582,8;78,9;90;46,63;63,62;33,24;92,38;615,9;43,1;105,571;25,06;26,8;18,77;78,54;135,8;247,1
27/11/2018;56,2294;48,03;34,15;174,6;94,8636;93,7;63,5;6091;74,66;56,2294;7,506;3465;63,9;73,79;45,085;72,05;34,15;524,3;20,4;2381;19,36;1687;1687;49,9;4975,464;66,41;22,5;2840;1287;#N/A N/A;84,98;225,2;379;1867,5;55,35;49,62;385,4;2431;1347;157,2;#N/A N/A;0,275;53,85;26,93;10,88;4752;901;#N/A N/A;160,53;53,7;254,2;19,34;93,13;91;84,64;141,75;25,19;6700;3554;249,6;252,5;46,1;590;78,54;90,19;46,2;63;33,01;92,12;610,7;43,1;105,383;23,77;25,37;18,96;78,16;130,65;248
28/11/2018;55,7152;48,245;34,5;173,9;94,3636;93,5;64,28;6115;80,7;55,7152;7,48;3369;64,2;74,47;44,755;72,65;34,5;523,6;20,4;2404;19,395;1658;1658;50,7;4958,049;65,42;22,8;2821,5;1296;#N/A N/A;85,28;227,4;384,2;1884,5;62,65;50,86;385,1;2432;1353;156,8;#N/A N/A;0,275;54,15;27,39;10,93;4755;899,5;#N/A N/A;165,09;53,98;256,55;19,75;95,37;91,22;84,2;140,5;24,4;6575;3566;252,4;253;46,8;596,2;79,28;90,83;46,41;63,42;32,91;91,8;612,7;44,5;105,234;23,81;24,92;18,995;77,96;132,35;248,45
29/11/2018;56,8041;48,44;34,74;173,2;94,6818;94,86;64,02;6154;83,9;56,8041;7,414;3306;65;72,82;44,775;74,6;34,74;522,1;20,4;2452;19,455;1670,5;1670,5;51,34;5050,244;65,54;23,4;2829;1267;#N/A N/A;85,24;233;395,8;1897;60,45;51,36;391,9;2478;1375;159,1;#N/A N/A;0,275;55,95;27,31;10,804;4804;902;#N/A N/A;161,81;54,04;256,5;19,84;96,6;91,94;85,2;140,35;23,92;6622;3619;254,2;257,2;47,3;606;78,87;91,1;45,9;64,34;32,83;91,22;615,3;45,5;105,102;23,89;25,54;18,74;77,58;136,3;243,5
30/11/2018;56,7133;49,165;33,96;171,7;97,0455;94,62;63,26;6117;85,94;56,7133;7,38;3226;62,3;72,26;44,375;74,35;33,96;520;20,4;2416;19,52;1678,5;1678,5;50,86;4994,927;66,06;23,6;2823,5;1268;#N/A N/A;84,02;233,2;383;1906,5;59,95;50,12;389,2;2460;1372;156,8;#N/A N/A;0,275;54,9;27,09;10,684;4697;902;#N/A N/A;145,64;54,1;252,55;19,71;97,53;92,42;85,14;141,2;23,44;6512;3559;259,1;262,2;47,58;581,4;79,81;90,92;45,1;64,28;32,46;91,44;609,4;47,1;104,965;23,53;25,2;18,775;77,1;133,45;237,6
